,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)player_age,player_birth,player_club,player_country,player_height,player_name,player_number,player_photo,player_position,player_preferredfoot,player_weight
,,,,,陶强龙(U21),,,,,
,,,,,夏晓曦(U21),,,,,
,,,,,林可俊(U21),,,,,
,,,,,肖开提江-塔依尔(U21),,,,,
,,,,,任喜庆(U21),,,,,
,,,,,王晓峰(U21),,,,,
,,,,,徐皓阳(U23),,,,,
,,,,,张辉(U23),,,,,
,,,,,何统帅(U23),,,,,
,,,,,玉苏扑艾力-瓦哈甫(U23),,,,,
陶强龙(U21)夏晓曦(U21)林可俊(U21)肖开提江-塔依尔(U21)任喜庆(U21)王晓峰(U21)徐皓阳(U23)张辉(U23)何统帅(U23)玉苏扑艾力-瓦哈甫(U23)
